TV Show Name,IMDB Link,No of Episodes
Rabbids Invasion,https://www.imdb.com/title/tt3105674/?ref_=fn_ttl_ttl_1,64
Ragnarok,https://www.imdb.com/title/tt9251798/?ref_=fn_ttl_ttl_1,18
Rainbow Ruby,https://www.imdb.com/title/tt5828144/?ref_=fn_ttl_ttl_1,52
Raising Dion,https://www.imdb.com/title/tt7826108/?ref_=fn_ttl_ttl_1,17
Raja Rasoi Aur Anya Kahaniyan,https://www.imdb.com/title/tt6953924/?ref_=fn_ttl_ttl_1,45
Rake,https://www.imdb.com/title/tt1587000/?ref_=fn_ttl_ttl_1,40
Ramayan,https://www.imdb.com/title/tt0268093/?ref_=fn_ttl_ttl_1,78
Rapture,https://www.imdb.com/title/tt0078797/?ref_=fn_ttl_ttl_1,nan
Ratched,https://www.imdb.com/title/tt7423538/?ref_=fn_ttl_ttl_1,8
Razia Sultan,https://www.imdb.com/title/tt5032360/?ref_=fn_ttl_ttl_1,171
Re:Mind,https://www.imdb.com/title/tt7332652/?ref_=fn_ttl_ttl_1,13
REA(L)OVE,https://www.imdb.com/title/tt8477194/?ref_=fn_ttl_ttl_1,9
Real Rob,https://www.imdb.com/title/tt3741346/?ref_=fn_ttl_ttl_1,17
Reality of Dream,,nan
Reality Z,https://www.imdb.com/title/tt10241238/?ref_=fn_ttl_ttl_1,10
Rebelde,https://www.imdb.com/title/tt0414766/?ref_=fn_ttl_ttl_1,442
Rebellion,https://www.imdb.com/title/tt4699982/?ref_=fn_ttl_ttl_1,10
Reboot: The Guardian Code,https://www.imdb.com/title/tt6849940/?ref_=fn_ttl_ttl_1,20
Reckoning,https://www.imdb.com/title/tt8690440/?ref_=fn_ttl_ttl_1,10
Record of Grancrest War,https://www.imdb.com/title/tt7897050/?ref_=fn_ttl_ttl_1,24
Record of Youth,https://www.imdb.com/title/tt12850322/?ref_=fn_ttl_ttl_1,16
Rectify,https://www.imdb.com/title/tt2183404/?ref_=fn_ttl_ttl_1,30
Red vs. Blue,https://www.imdb.com/title/tt0401747/?ref_=fn_ttl_ttl_1,350
Refresh Man,https://www.imdb.com/title/tt5842808/?ref_=fn_ttl_ttl_1,17
Reggie Yates Outside Man,,nan
Regiment Diaries,https://www.imdb.com/title/tt9642576/?ref_=fn_ttl_ttl_1,22
Reign,https://www.imdb.com/title/tt2710394/?ref_=fn_ttl_ttl_1,78
Reply 1988,https://www.imdb.com/title/tt5182866/?ref_=fn_ttl_ttl_1,20
Reply 1994,https://www.imdb.com/title/tt3357586/?ref_=fn_ttl_ttl_1,21
Reply 1997,https://www.imdb.com/title/tt2782216/?ref_=fn_ttl_ttl_1,16
Republic of Doyle,https://www.imdb.com/title/tt1297754/?ref_=fn_ttl_ttl_1,78
Requiem,https://www.imdb.com/title/tt6712390/?ref_=fn_ttl_ttl_1,6
Restaurants on the Edge,https://www.imdb.com/title/tt8784324/?ref_=fn_ttl_ttl_1,13
Resurrection: Ertugrul,https://www.imdb.com/title/tt4320258/?ref_=fn_ttl_ttl_1,179
Retribution,https://www.imdb.com/title/tt6906292/?ref_=fn_ttl_ttl_1,nan
Revenge,https://www.imdb.com/title/tt1837642/?ref_=fn_ttl_ttl_1,90
Revisions,https://www.imdb.com/title/tt9522354/?ref_=fn_ttl_ttl_1,12
Revolting Rhymes,https://www.imdb.com/title/tt11714896/?ref_=fn_ttl_ttl_1,2
Revolutionary Love,https://www.imdb.com/title/tt7340800/?ref_=fn_ttl_ttl_1,16
Rhyme Time Town,https://www.imdb.com/title/tt9165434/?ref_=fn_ttl_ttl_1,21
Rhyme Time Town Singalongs,https://www.imdb.com/title/tt13530018/?ref_=fn_ttl_ttl_1,10
Rhythm + Flow,https://www.imdb.com/title/tt9278032/?ref_=fn_ttl_ttl_1,20
"Rica, Famosa, Latina",https://www.imdb.com/title/tt4591212/?ref_=fn_ttl_ttl_1,198
Richie Rich,https://www.imdb.com/title/tt0110989/?ref_=fn_ttl_ttl_1,nan
RIDE ON TIME,https://www.imdb.com/title/tt22797864/?ref_=fn_ttl_ttl_1,115
Rilakkuma and Kaoru,https://www.imdb.com/title/tt9348716/?ref_=fn_ttl_ttl_1,13
Rimba Racer,https://www.imdb.com/title/tt7166296/?ref_=fn_ttl_ttl_1,13
Ripper Street,https://www.imdb.com/title/tt2183641/?ref_=fn_ttl_ttl_1,36
Rise of Empires: Ottoman,https://www.imdb.com/title/tt9244578/?ref_=fn_ttl_ttl_1,12
Rishta.com,https://www.imdb.com/title/tt1739752/?ref_=fn_ttl_ttl_1,26
Rita,https://www.imdb.com/title/tt1973692/?ref_=fn_ttl_ttl_1,40
Riverdale,https://www.imdb.com/title/tt5420376/?ref_=fn_ttl_ttl_1,137
Robocar Poli,https://www.imdb.com/title/tt4763642/?ref_=fn_ttl_ttl_1,104
TV Show Name,IMDB Link,No of Episodes
Robot Trains,https://www.imdb.com/title/tt7216288/?ref_=fn_ttl_ttl_1,135
Robotech,https://www.imdb.com/title/tt0088595/?ref_=fn_ttl_ttl_1,85
Robozuna,https://www.imdb.com/title/tt8454808/?ref_=fn_ttl_ttl_1,40
Roman Empire: Reign of Blood,https://www.imdb.com/title/tt6233538/?ref_=fn_ttl_ttl_1,15
Romance is a bonus book,https://www.imdb.com/title/tt9130542/?ref_=fn_ttl_ttl_1,16
Rookie Historian Goo Hae-Ryung,https://www.imdb.com/title/tt10406128/?ref_=fn_ttl_ttl_1,40
Room 2806: The Accusation,https://www.imdb.com/title/tt13540900/?ref_=fn_ttl_ttl_1,4
Roonpi Secret Love,https://www.imdb.com/title/tt9879778/?ref_=fn_ttl_ttl_1,34
Rosario Tijeras,https://www.imdb.com/title/tt6340304/?ref_=fn_ttl_ttl_1,197
"Roswell, New Mexico",https://www.imdb.com/title/tt7588054/?ref_=fn_ttl_ttl_1,52
Rotten,https://www.imdb.com/title/tt7763662/?ref_=fn_ttl_ttl_1,12
Royal Pains,https://www.imdb.com/title/tt1319735/?ref_=fn_ttl_ttl_1,104
Rubi,https://www.imdb.com/title/tt0391683/?ref_=fn_ttl_ttl_1,115
Rugal,https://www.imdb.com/title/tt11769798/?ref_=fn_ttl_ttl_1,16
Run On,https://www.imdb.com/title/tt13271834/?ref_=fn_ttl_ttl_1,16
Running Man,https://www.imdb.com/title/tt2185037/?ref_=fn_ttl_ttl_1,736
Rurouni Kenshin,https://www.imdb.com/title/tt22249034/?ref_=fn_ttl_ttl_1,nan
Russell Peters vs. the World,https://www.imdb.com/title/tt3182064/?ref_=fn_ttl_ttl_1,nan
Russian Doll,https://www.imdb.com/title/tt7520794/?ref_=fn_ttl_ttl_1,15
Rust Valley Restorers,https://www.imdb.com/title/tt9498102/?ref_=fn_ttl_ttl_1,50
Sab Jholmaal Hai,https://www.imdb.com/title/tt7533276/?ref_=fn_ttl_ttl_1,156
Sacred Games,https://www.imdb.com/title/tt6077448/?ref_=fn_ttl_ttl_1,16
Sadqay Tumhare,https://www.imdb.com/title/tt4708708/?ref_=fn_ttl_ttl_1,27
Safe,https://www.imdb.com/title/tt7902072/?ref_=fn_ttl_ttl_1,8
Saint Seiya,https://www.imdb.com/title/tt0161952/?ref_=fn_ttl_ttl_1,114
Saint Seiya: The Lost Canvas,https://www.imdb.com/title/tt2152368/?ref_=fn_ttl_ttl_1,26
Sakho & Mangane,https://www.imdb.com/title/tt9391692/?ref_=fn_ttl_ttl_1,8
Salt Fat Acid Heat,https://www.imdb.com/title/tt8772088/?ref_=fn_ttl_ttl_1,4
Sam & Cat,https://www.imdb.com/title/tt2487090/?ref_=fn_ttl_ttl_1,35
Samantha!,https://www.imdb.com/title/tt6626676/?ref_=fn_ttl_ttl_1,14
Sammy & Co,https://www.imdb.com/title/tt2580128/?ref_=fn_ttl_ttl_1,107
Samurai Gourmet,https://www.imdb.com/title/tt6304676/?ref_=fn_ttl_ttl_1,12
SanPa: Sins of the Savior,https://www.imdb.com/title/tt13731400/?ref_=fn_ttl_ttl_1,5
Santa Clarita Diet,https://www.imdb.com/title/tt5580540/?ref_=fn_ttl_ttl_1,30
Satrangi,https://www.imdb.com/title/tt1333920/?ref_=fn_ttl_ttl_1,79
Satu Hari,,nan
Save Me,https://www.imdb.com/title/tt6538034/?ref_=fn_ttl_ttl_1,18
Save Our Shelter,https://www.imdb.com/title/tt5011296/?ref_=fn_ttl_ttl_1,30
Say I Do,https://www.imdb.com/title/tt0377051/?ref_=fn_ttl_ttl_1,nan
SCAMS,https://www.imdb.com/title/tt10448486/?ref_=fn_ttl_ttl_1,9
Scandal,https://www.imdb.com/title/tt1837576/?ref_=fn_ttl_ttl_1,124
Scare Tactics,https://www.imdb.com/title/tt33039423/?ref_=fn_ttl_ttl_1,10
Schitt's Creek,https://www.imdb.com/title/tt3526078/?ref_=fn_ttl_ttl_1,80
Schulz Saves America,https://www.imdb.com/title/tt13607518/?ref_=fn_ttl_ttl_1,4
Scissor Seven,https://www.imdb.com/title/tt10384610/?ref_=fn_ttl_ttl_1,46
Scooby-Doo!: Mystery Incorporated,,nan
Scream,https://www.imdb.com/title/tt0117571/?ref_=fn_ttl_ttl_1,nan
Señora Acero,https://www.imdb.com/title/tt3904068/?ref_=fn_ttl_ttl_1,387
Second 20s,https://www.imdb.com/title/tt4984004/?ref_=fn_ttl_ttl_1,16
Secret Affair,https://www.imdb.com/title/tt14756862/?ref_=fn_ttl_ttl_1,nan
Secret City,https://www.imdb.com/title/tt4976512/?ref_=fn_ttl_ttl_1,12
Secret of Success,https://www.imdb.com/title/tt26215038/?ref_=fn_ttl_ttl_1,nan
Secret of the Nile,https://www.imdb.com/title/tt5857914/?ref_=fn_ttl_ttl_1,30
Secreto bien guardado,https://www.imdb.com/title/tt10702412/?ref_=fn_ttl_ttl_1,5
Secrets of Great British Castles,https://www.imdb.com/title/tt5181284/?ref_=fn_ttl_ttl_1,12
See You in Time,https://www.imdb.com/title/tt9015686/?ref_=fn_ttl_ttl_1,16
Seis Manos,https://www.imdb.com/title/tt10106108/?ref_=fn_ttl_ttl_1,8
Selection Day,https://www.imdb.com/title/tt8004628/?ref_=fn_ttl_ttl_1,13
Selena: The Series,https://www.imdb.com/title/tt9421868/?ref_=fn_ttl_ttl_1,18
Self Made: Inspired by the Life of Madam C.J. Walker,https://www.imdb.com/title/tt8771910/?ref_=fn_ttl_ttl_1,4
Selling Sunset,https://www.imdb.com/title/tt9817298/?ref_=fn_ttl_ttl_1,80
Sense8,https://www.imdb.com/title/tt2431438/?ref_=fn_ttl_ttl_1,24
Sensitive Skin,https://www.imdb.com/title/tt2490030/?ref_=fn_ttl_ttl_1,12
Serial Killer with Piers Morgan,https://www.imdb.com/title/tt7667038/?ref_=fn_ttl_ttl_1,4
Servant of the People,https://www.imdb.com/title/tt6235122/?ref_=fn_ttl_ttl_1,51
Seven and Me,https://www.imdb.com/title/tt4467232/?ref_=fn_ttl_ttl_1,50
Seven Seconds,https://www.imdb.com/title/tt6297682/?ref_=fn_ttl_ttl_1,10
Sex Education,https://www.imdb.com/title/tt7767422/?ref_=fn_ttl_ttl_1,32
"Sex, Explained",https://www.imdb.com/title/tt11390530/?ref_=fn_ttl_ttl_1,5
Sexy Central,https://www.imdb.com/title/tt10619724/?ref_=fn_ttl_ttl_1,12
Shadow of Truth,https://www.imdb.com/title/tt5599272/?ref_=fn_ttl_ttl_1,8
Shaka Zulu,https://www.imdb.com/title/tt0086798/?ref_=fn_ttl_ttl_1,10
Shameless (U.S.),,nan
Shaun the Sheep,https://www.imdb.com/title/tt0983983/?ref_=fn_ttl_ttl_1,171
Shaun the Sheep: Adventures from Mossy Bottom,https://www.imdb.com/title/tt11983342/?ref_=fn_ttl_ttl_1,10
She,https://www.imdb.com/title/tt11905720/?ref_=fn_ttl_ttl_1,14
She-Ra and the Princesses of Power,https://www.imdb.com/title/tt7745956/?ref_=fn_ttl_ttl_1,64
She's Gotta Have It,https://www.imdb.com/title/tt0091939/?ref_=fn_ttl_ttl_1,nan
Sherlock,https://www.imdb.com/title/tt1475582/?ref_=fn_ttl_ttl_1,15
Shine On with Reese,https://www.imdb.com/title/tt8689470/?ref_=fn_ttl_ttl_1,9
Shooter,https://www.imdb.com/title/tt0822854/?ref_=fn_ttl_ttl_1,nan
Shopkins,https://www.imdb.com/title/tt6499498/?ref_=fn_ttl_ttl_1,43
Shot in the Dark,https://www.imdb.com/title/tt4435664/?ref_=fn_ttl_ttl_1,nan
Show Me the Money,https://www.imdb.com/title/tt21922446/?ref_=fn_ttl_ttl_1,3
Shtisel,https://www.imdb.com/title/tt3069894/?ref_=fn_ttl_ttl_1,33
Sick Note,https://www.imdb.com/title/tt5770788/?ref_=fn_ttl_ttl_1,14
Sid the Science Kid,https://www.imdb.com/title/tt1236429/?ref_=fn_ttl_ttl_1,98
Signal,https://www.imdb.com/title/tt5332206/?ref_=fn_ttl_ttl_1,16
Signs,https://www.imdb.com/title/tt0286106/?ref_=fn_ttl_ttl_1,nan
Silvana Sin Lana,https://www.imdb.com/title/tt5663544/?ref_=fn_ttl_ttl_1,121
Silver Spoon,https://www.imdb.com/title/tt2909912/?ref_=fn_ttl_ttl_1,22
Simon,https://www.imdb.com/title/tt13580840/?ref_=fn_ttl_ttl_1,nan
Sin senos no hay paraíso,https://www.imdb.com/title/tt1244387/?ref_=fn_ttl_ttl_1,175
Sin Senos sí Hay Paraíso,https://www.imdb.com/title/tt5676412/?ref_=fn_ttl_ttl_1,241
Sinatra: All or Nothing at All,https://www.imdb.com/title/tt3838978/?ref_=fn_ttl_ttl_1,2
Sing On!,https://www.imdb.com/title/tt12923734/?ref_=fn_ttl_ttl_1,8
Sing On! Germany,https://www.imdb.com/title/tt12748264/?ref_=fn_ttl_ttl_1,7
Sing On! Spain,https://www.imdb.com/title/tt11698668/?ref_=fn_ttl_ttl_1,8
Singapore Social,https://www.imdb.com/title/tt11194508/?ref_=fn_ttl_ttl_1,8
Single Ladies Senior,,nan
Single Wives,https://www.imdb.com/title/tt0015334/?ref_=fn_ttl_ttl_1,nan
Singles Villa,https://www.imdb.com/title/tt5053036/?ref_=fn_ttl_ttl_1,24
Sintonia,https://www.imdb.com/title/tt8165086/?ref_=fn_ttl_ttl_1,32
Sirius the Jaeger,https://www.imdb.com/title/tt8565136/?ref_=fn_ttl_ttl_1,12
"Sister, Sister",https://www.imdb.com/title/tt0108927/?ref_=fn_ttl_ttl_1,119
Sisters,https://www.imdb.com/title/tt0101199/?ref_=fn_ttl_ttl_1,127
Six Windows in the Desert,https://www.imdb.com/title/tt11874042/?ref_=fn_ttl_ttl_1,6
Skin Decision: Before and After,https://www.imdb.com/title/tt12588326/?ref_=fn_ttl_ttl_1,8
Skin Wars,https://www.imdb.com/title/tt3231286/?ref_=fn_ttl_ttl_1,29
Skin Wars: Fresh Paint,https://www.imdb.com/title/tt6358798/?ref_=fn_ttl_ttl_1,9
Skylanders Academy,https://www.imdb.com/title/tt5916218/?ref_=fn_ttl_ttl_1,39
Skylines,https://www.imdb.com/title/tt9387250/?ref_=fn_ttl_ttl_1,nan
Slasher,https://www.imdb.com/title/tt4667888/?ref_=fn_ttl_ttl_1,40
Sleepless Society: Bedtime Wishes,https://www.imdb.com/title/tt29517493/?ref_=fn_ttl_ttl_1,nan
Sleepless Society: Insomnia,https://www.imdb.com/title/tt11822994/?ref_=fn_ttl_ttl_1,13
Sleepless Society: Nyctophobia,https://www.imdb.com/title/tt10805822/?ref_=fn_ttl_ttl_1,1
Sleepless Society: Two Pillows & A Lost Soul,https://www.imdb.com/title/tt12332294/?ref_=fn_ttl_ttl_1,13
Slobby's World,,nan
Smoking,https://www.imdb.com/title/tt8758778/?ref_=fn_ttl_ttl_1,12
Sneakerheads,https://www.imdb.com/title/tt10151772/?ref_=fn_ttl_ttl_1,6
Social Distance,https://www.imdb.com/title/tt12313074/?ref_=fn_ttl_ttl_1,8
Sofia the First,https://www.imdb.com/title/tt2136138/?ref_=fn_ttl_ttl_1,110
Some Assembly Required,https://www.imdb.com/title/tt3441810/?ref_=fn_ttl_ttl_1,57
Somebody Feed Phil,https://www.imdb.com/title/tt7752034/?ref_=fn_ttl_ttl_1,41
Someone Has to Die,https://www.imdb.com/title/tt10311932/?ref_=fn_ttl_ttl_1,3
Someone Like You,https://www.imdb.com/title/tt22334258/?ref_=fn_ttl_ttl_1,nan
Something in the Rain,https://www.imdb.com/title/tt8078816/?ref_=fn_ttl_ttl_1,16
Somewhere Between,https://www.imdb.com/title/tt6467294/?ref_=fn_ttl_ttl_1,10
Somewhere Only We Know,https://www.imdb.com/title/tt4074958/?ref_=fn_ttl_ttl_1,nan
Song Exploder,https://www.imdb.com/title/tt13110256/?ref_=fn_ttl_ttl_1,8
Sonic X,https://www.imdb.com/title/tt0367413/?ref_=fn_ttl_ttl_1,78
Sons of the Caliphate,https://www.imdb.com/title/tt10202268/?ref_=fn_ttl_ttl_1,26
Sotus The Series,https://www.imdb.com/title/tt6428698/?ref_=fn_ttl_ttl_1,29
Soul Eater,https://www.imdb.com/title/tt1214085/?ref_=fn_ttl_ttl_1,51
Soundtrack,https://www.imdb.com/title/tt7913450/?ref_=fn_ttl_ttl_1,10
Southern Survival,https://www.imdb.com/title/tt12588286/?ref_=fn_ttl_ttl_1,8
Space Force,https://www.imdb.com/title/tt9612516/?ref_=fn_ttl_ttl_1,17
Space Jungle,,nan
Space Racers,https://www.imdb.com/title/tt2542954/?ref_=fn_ttl_ttl_1,70
Spark,https://www.imdb.com/title/tt3228088/?ref_=fn_ttl_ttl_1,nan
Sparta,https://www.imdb.com/title/tt6840106/?ref_=fn_ttl_ttl_1,8
Spartacus,https://www.imdb.com/title/tt1442449/?ref_=fn_ttl_ttl_1,33
Special,https://www.imdb.com/title/tt9381622/?ref_=fn_ttl_ttl_1,16
Spectros,https://www.imdb.com/title/tt10145110/?ref_=fn_ttl_ttl_1,7
Spice Up,,nan
Spinning Out,https://www.imdb.com/title/tt9117054/?ref_=fn_ttl_ttl_1,10
Spirit Riding Free: Pony Tales,https://www.imdb.com/title/tt10687624/?ref_=fn_ttl_ttl_1,10
Spirit Riding Free: Riding Academy,https://www.imdb.com/title/tt11942070/?ref_=fn_ttl_ttl_1,16
Spirit: Riding Free,,nan
Spiritual House,,nan
Splash and Bubbles,https://www.imdb.com/title/tt6167962/?ref_=fn_ttl_ttl_1,41
Spotless,https://www.imdb.com/title/tt3834000/?ref_=fn_ttl_ttl_1,10
Spy Kids: Mission Critical,https://www.imdb.com/title/tt6714408/?ref_=fn_ttl_ttl_1,20
Stand Up and Away! with Brian Regan,https://www.imdb.com/title/tt9384194/?ref_=fn_ttl_ttl_1,4
Star Trek,https://www.imdb.com/title/tt0060028/?ref_=fn_ttl_ttl_1,80
Star Trek: Deep Space Nine,https://www.imdb.com/title/tt0106145/?ref_=fn_ttl_ttl_1,173
Star Trek: Enterprise,https://www.imdb.com/title/tt0244365/?ref_=fn_ttl_ttl_1,98
Star Trek: The Next Generation,https://www.imdb.com/title/tt0092455/?ref_=fn_ttl_ttl_1,176
Star Trek: Voyager,https://www.imdb.com/title/tt0112178/?ref_=fn_ttl_ttl_1,168
Star-Crossed,https://www.imdb.com/title/tt2657262/?ref_=fn_ttl_ttl_1,13
StarBeam,https://www.imdb.com/title/tt10687184/?ref_=fn_ttl_ttl_1,42
Stargate SG-1,https://www.imdb.com/title/tt0118480/?ref_=fn_ttl_ttl_1,213
Start-Up,https://www.imdb.com/title/tt5028002/?ref_=fn_ttl_ttl_1,30
Stateless,https://www.imdb.com/title/tt4878488/?ref_=fn_ttl_ttl_1,6
Station Horizon,https://www.imdb.com/title/tt3880754/?ref_=fn_ttl_ttl_1,7
Stay Here,https://www.imdb.com/title/tt32460761/?ref_=fn_ttl_ttl_1,nan
Stay Tuned!,https://www.imdb.com/title/tt10088086/?ref_=fn_ttl_ttl_1,5
Still Game,https://www.imdb.com/title/tt0281491/?ref_=fn_ttl_ttl_1,63
Stoked,https://www.imdb.com/title/tt1504166/?ref_=fn_ttl_ttl_1,52
Stolen Away,https://www.imdb.com/title/tt10064124/?ref_=fn_ttl_ttl_1,11
Stone Age,https://www.imdb.com/title/tt11792598/?ref_=fn_ttl_ttl_1,nan
Storage Wars: Northern Treasures,https://www.imdb.com/title/tt3155428/?ref_=fn_ttl_ttl_1,72
Stories by Rabindranath Tagore,https://www.imdb.com/title/tt4853764/?ref_=fn_ttl_ttl_1,26
StoryBots Super Songs,https://www.imdb.com/title/tt6163070/?ref_=fn_ttl_ttl_1,5
Stranger,https://www.imdb.com/title/tt6461346/?ref_=fn_ttl_ttl_1,32
Stranger Things,https://www.imdb.com/title/tt4574334/?ref_=fn_ttl_ttl_1,42
Strangers from Hell,https://www.imdb.com/title/tt10613844/?ref_=fn_ttl_ttl_1,10
Strawberry Shortcake: Berry Bitty Adventures,,nan
Street Food,https://www.imdb.com/title/tt7693050/?ref_=fn_ttl_ttl_1,8
Street Food: Latin America,https://www.imdb.com/title/tt12742136/?ref_=fn_ttl_ttl_1,6
Stretch Armstrong & the Flex Fighters,https://www.imdb.com/title/tt1379164/?ref_=fn_ttl_ttl_1,24
Strong,https://www.imdb.com/title/tt4698826/?ref_=fn_ttl_ttl_1,9
Strong Girl Bong-soon,https://www.imdb.com/title/tt6263222/?ref_=fn_ttl_ttl_1,17
Strongest Deliveryman,https://www.imdb.com/title/tt7022748/?ref_=fn_ttl_ttl_1,16
Strongland,https://www.imdb.com/title/tt9647970/?ref_=fn_ttl_ttl_1,3
Stunt Science,https://www.imdb.com/title/tt9011114/?ref_=fn_ttl_ttl_1,10
Styling Hollywood,https://www.imdb.com/title/tt10715202/?ref_=fn_ttl_ttl_1,8
Suburra: Blood on Rome,https://www.imdb.com/title/tt7197684/?ref_=fn_ttl_ttl_1,24
Sudden,https://www.imdb.com/title/tt12229258/?ref_=fn_ttl_ttl_1,nan
Sugar Rush,https://www.imdb.com/title/tt0452568/?ref_=fn_ttl_ttl_1,20
Sugar Rush Christmas,https://www.imdb.com/title/tt11168116/?ref_=fn_ttl_ttl_1,12
Suits,https://www.imdb.com/title/tt1632701/?ref_=fn_ttl_ttl_1,134
Summertime,https://www.imdb.com/title/tt4080768/?ref_=fn_ttl_ttl_1,nan
Sunderland 'Til I Die,https://www.imdb.com/title/tt8914684/?ref_=fn_ttl_ttl_1,17
Sunny Bunnies,https://www.imdb.com/title/tt7264084/?ref_=fn_ttl_ttl_1,36
Super Bheem,https://www.imdb.com/title/tt6929738/?ref_=fn_ttl_ttl_1,11
Super Drags,https://www.imdb.com/title/tt8912244/?ref_=fn_ttl_ttl_1,5
Super Monsters,https://www.imdb.com/title/tt6214876/?ref_=fn_ttl_ttl_1,47
Super Monsters Monster Party,,nan
Super Monsters Monster Pets,https://www.imdb.com/title/tt10370958/?ref_=fn_ttl_ttl_1,5
Super Wings,https://www.imdb.com/title/tt3600266/?ref_=fn_ttl_ttl_1,277
Supergirl,https://www.imdb.com/title/tt4016454/?ref_=fn_ttl_ttl_1,126
Supermarket Sweep,https://www.imdb.com/title/tt0180384/?ref_=fn_ttl_ttl_1,177
Supernatural,https://www.imdb.com/title/tt0460681/?ref_=fn_ttl_ttl_1,327
SuperNature: Wild Flyers,,nan
Surviving Death,https://www.imdb.com/title/tt13649692/?ref_=fn_ttl_ttl_1,6
Surviving Escobar - Alias JJ,,nan
Surviving R. Kelly,https://www.imdb.com/title/tt8385496/?ref_=fn_ttl_ttl_1,15
Surviving R. Kelly Part II: The Reckoning,https://www.imdb.com/title/tt10713450/?ref_=fn_ttl_ttl_1,5
Survivor,https://www.imdb.com/title/tt0239195/?ref_=fn_ttl_ttl_1,696
Swami Baba Ramdev: The Untold Story,,nan
Sweet Magnolias,https://www.imdb.com/title/tt9077540/?ref_=fn_ttl_ttl_1,40
Switched,https://www.imdb.com/title/tt8068826/?ref_=fn_ttl_ttl_1,nan
Sword Art Online,https://www.imdb.com/title/tt2250192/?ref_=fn_ttl_ttl_1,100
Sword Art Online Alternative: Gun Gale Online,https://www.imdb.com/title/tt7978710/?ref_=fn_ttl_ttl_1,25
SWORDGAI The Animation,https://www.imdb.com/title/tt7415066/?ref_=fn_ttl_ttl_1,24
Sym-Bionic Titan,https://www.imdb.com/title/tt1709198/?ref_=fn_ttl_ttl_1,20
Tabula Rasa,https://www.imdb.com/title/tt5197860/?ref_=fn_ttl_ttl_1,9
Taco Chronicles,https://www.imdb.com/title/tt10242848/?ref_=fn_ttl_ttl_1,21
Taj Mahal 1989,https://www.imdb.com/title/tt11725706/?ref_=fn_ttl_ttl_1,7
Take My Brother Away,https://www.imdb.com/title/tt8894324/?ref_=fn_ttl_ttl_1,30
Taken,https://www.imdb.com/title/tt0936501/?ref_=fn_ttl_ttl_1,nan
Takki,https://www.imdb.com/title/tt6052432/?ref_=fn_ttl_ttl_1,35
Tales by Light,https://www.imdb.com/title/tt5350276/?ref_=fn_ttl_ttl_1,15
Tales of the City,https://www.imdb.com/title/tt7087260/?ref_=fn_ttl_ttl_1,10
Tales of the City (1993),https://www.imdb.com/title/tt0106148/?ref_=fn_ttl_ttl_1,6
Talking Tom and Friends,https://www.imdb.com/title/tt4648640/?ref_=fn_ttl_ttl_1,165
Tango,https://www.imdb.com/title/tt0120274/?ref_=fn_ttl_ttl_1,nan
Tayee,https://www.imdb.com/title/tt8413890/?ref_=fn_ttl_ttl_1,30
Tayo the Little Bus,https://www.imdb.com/title/tt3270208/?ref_=fn_ttl_ttl_1,144
Team Kaylie,https://www.imdb.com/title/tt9717424/?ref_=fn_ttl_ttl_1,20
Teasing Master Takagi-san,https://www.imdb.com/title/tt7808344/?ref_=fn_ttl_ttl_1,37
Teen Mom 2,https://www.imdb.com/title/tt1821220/?ref_=fn_ttl_ttl_1,260
Teenage Bounty Hunters,https://www.imdb.com/title/tt10584608/?ref_=fn_ttl_ttl_1,10
Teresa,https://www.imdb.com/title/tt1705090/?ref_=fn_ttl_ttl_1,162
Terrace House: Aloha State,https://www.imdb.com/title/tt6588218/?ref_=fn_ttl_ttl_1,36
Terrace House: Boys & Girls in the City,https://www.imdb.com/title/tt4790546/?ref_=fn_ttl_ttl_1,46
Terrace House: Opening New Doors,https://www.imdb.com/title/tt7776244/?ref_=fn_ttl_ttl_1,49
Terrace House: Tokyo 2019-2020,https://www.imdb.com/title/tt10686814/?ref_=fn_ttl_ttl_1,42
Terrorism Close Calls,https://www.imdb.com/title/tt6775816/?ref_=fn_ttl_ttl_1,11
Th Eena Meena Deeka Chase Comedy Show,,nan
Thackeray,https://www.imdb.com/title/tt7777196/?ref_=fn_ttl_ttl_1,nan
That '70s Show,https://www.imdb.com/title/tt0165598/?ref_=fn_ttl_ttl_1,200
"That Winter, the Wind Blows",https://www.imdb.com/title/tt2806646/?ref_=fn_ttl_ttl_1,16
The 10 Sins,https://www.imdb.com/title/tt9409826/?ref_=fn_ttl_ttl_1,3
The 100,https://www.imdb.com/title/tt2661044/?ref_=fn_ttl_ttl_1,100
The 2000s,https://www.imdb.com/title/tt8651972/?ref_=fn_ttl_ttl_1,7
The 43,https://www.imdb.com/title/tt9789272/?ref_=fn_ttl_ttl_1,2
The 4400,https://www.imdb.com/title/tt0389564/?ref_=fn_ttl_ttl_1,45
The A List,https://www.imdb.com/title/tt9185110/?ref_=fn_ttl_ttl_1,21
The Adjusters,,nan
The Adventures of Figaro Pho,https://www.imdb.com/title/tt2699588/?ref_=fn_ttl_ttl_1,39
The Adventures of Puss in Boots,https://www.imdb.com/title/tt3807034/?ref_=fn_ttl_ttl_1,77
The Adventures of Sonic the Hedgehog,https://www.imdb.com/title/tt0106140/?ref_=fn_ttl_ttl_1,26
The Alcàsser Murders,https://www.imdb.com/title/tt8033244/?ref_=fn_ttl_ttl_1,5
The American Barbecue Showdown,https://www.imdb.com/title/tt12938472/?ref_=fn_ttl_ttl_1,25
